,FoodName,GI,Serve,CarbPerServe,GL,URL
2094,"Cornflakes breakfast cereal (Kellogg's, MI, USA)",132,30,25,33,foodSearch.php?num=2169&ak=detail
2095,"Cornflakes, high-fiber breakfast cereal (Presidents Choice, Sunfresh Ltd., Toronto, Canada)",74,30,23,17,foodSearch.php?num=2170&ak=detail
2096,"Cream of Wheat™ breakfast cereal (Nabisco Brands Ltd., Canada)",66,250,26,17,foodSearch.php?num=2171&ak=detail
2097,"Cream of Wheat™, Instant  (Nabisco Brands Ltd., Canada)",74,250,30,22,foodSearch.php?num=2172&ak=detail
2098,"Crispix™ breakfast cereal (Kellogg's Inc., Canada)",87,30,25,22,foodSearch.php?num=2173&ak=detail
2099,"Fruitful Lite™ breakfast cereal (Hubbards, Auckland, New Zealand)",61,30,20,12,foodSearch.php?num=2174&ak=detail
2100,"Golden Grahams™ breakfast cereal (General Mills Inc., Canada)",71,30,25,18,foodSearch.php?num=2175&ak=detail
2101,"Grapenuts™ breakfast cereal (Post, Kraft General Foods Inc., Canada)",67,30,19,13,foodSearch.php?num=2176&ak=detail
2102,"Grapenuts™ Flakes breakfast cereal (Post, Kraft General Foods Inc., Canada)",80,30,22,17,foodSearch.php?num=2177&ak=detail
2103,"Life™ breakfast cereal (Quaker Oats Co., Canada)",66,30,25,17,foodSearch.php?num=2178&ak=detail
2104,"Muesli, No Name breakfast cereal (Sunfresh Ltd., Toronto, Canada)",60,30,18,11,foodSearch.php?num=2179&ak=detail
2105,"Oat bran, raw (Quaker Oats Co., Canada)",50,10,5,2,foodSearch.php?num=2180&ak=detail
2106,"Oat bran, raw",59,10,5,3,foodSearch.php?num=2181&ak=detail
2107,"Oat Bran (Quaker Oats Co., Peterborough, ON, Canada)",60,10,6,4,foodSearch.php?num=2182&ak=detail
2108,"Oat bran crisp (Natureal® GI-crisp, Finn Cereal, Vantaa, Finland)",79,30,13,10,foodSearch.php?num=2183&ak=detail
2109,"Oat bran flour (Natureal® GI-flour, Finn Cereal,  Vantaa, Finland), consumed mixed with cold water",40,30,6,2,foodSearch.php?num=2184&ak=detail
2110,Porridge made from rolled oats,62,250,23,14,foodSearch.php?num=2185&ak=detail
2111,Porridge made from rolled oats,69,250,23,16,foodSearch.php?num=2186&ak=detail
2112,Porridge made from rolled oats,75,250,23,17,foodSearch.php?num=2187&ak=detail
2113,"Quick Oats, instant porridge (Quaker Oats Co., Canada) ",65,250,26,17,foodSearch.php?num=2188&ak=detail
2114,"One Minute Oats,  instant porridge (Quaker Oats Co., Canada)",66,250,26,17,foodSearch.php?num=2189&ak=detail
2115,"Pro Stars™, instant porridge (General Mills Inc., Canada)",71,30,24,17,foodSearch.php?num=2190&ak=detail
2116,"Puffed Wheat (Quaker Oats Co., Canada)",67,30,20,13,foodSearch.php?num=2191&ak=detail
2117,"Red River Cereal (Maple Leaf Mills, Toronto, Canada)",49,30,22,11,foodSearch.php?num=2192&ak=detail
2118,"Rice Chex™ (Nabisco Brands Ltd., Canada)",89,30,26,23,foodSearch.php?num=2193&ak=detail
2119,"Rice Krispies™ (Kellogg's Inc., Canada)",82,30,26,22,foodSearch.php?num=2194&ak=detail
2120,"Shredded Wheat™ (Nabisco Brands Ltd., Canada)",83,30,20,17,foodSearch.php?num=2195&ak=detail
2121,"Sultana Bran (Healthy Living, UK)",90,30,17,15,foodSearch.php?num=2196&ak=detail
2122,"Team™ (Nabisco Brands Ltd., Canada)",82,30,22,18,foodSearch.php?num=2197&ak=detail
2123,"Thank Goodness™ (Hubbards, New Zealand)",65,30,23,15,foodSearch.php?num=2198&ak=detail
2124,"Total™ (General Mills Inc., Canada)",76,30,22,17,foodSearch.php?num=2199&ak=detail
2125,"Wheat flakes, enriched with extruded oat-bran concentrate (8.1% ß-glucan)",36,30,17,6,foodSearch.php?num=2200&ak=detail
2126,"Weetabix™, plain flaked wheat biscuits (Weetabix of Canada Ltd., Thornhill, Canada)",74,30,22,16,foodSearch.php?num=2201&ak=detail
2127,"Juicy cereal bar (stavnata tycinka FIT, Usovsko, Czech Republic)",85,30,20,17,foodSearch.php?num=2202&ak=detail
2128,"Wheat flake bar, containing frutcose and extruded oat bran concentrate (6.5% ß-glucan) ",30,30,16,5,foodSearch.php?num=2203&ak=detail
2129,"Amaranth (Amaranthus esculentum) popped, eaten with milk and non-nutritive sweetener",97,30,22,21,foodSearch.php?num=2204&ak=detail
2130,Buckwheat ,49,150,30,15,foodSearch.php?num=2205&ak=detail
2131,Buckwheat ,51,150,30,15,foodSearch.php?num=2206&ak=detail
2132,Buckwheat ,63,150,30,19,foodSearch.php?num=2207&ak=detail
2133,Maize meal porridge/gruel ,109,0,0,0,foodSearch.php?num=2208&ak=detail
2134,"Taco shells, cornmeal-based, baked (Old El Paso Foods Co., Toronto, Canada)",68,20,12,8,foodSearch.php?num=2209&ak=detail
2135,"Couscous, boiled 5 min (Near East Food Products Co., Leominster, MA, USA)",61,150,35,21,foodSearch.php?num=2210&ak=detail
2136,"Couscous, boiled 5 min ",69,150,34,23,foodSearch.php?num=2211&ak=detail
2137,"Millet, boiled ",71,150,36,26,foodSearch.php?num=2212&ak=detail
2138,Millet flour porridge ,107,0,0,0,foodSearch.php?num=2213&ak=detail
2139,"White rice (Oryza sativa), boiled ",69,150,43,30,foodSearch.php?num=2214&ak=detail
2140,"Rice, white, type not specified, boiled ",43,150,30,13,foodSearch.php?num=2215&ak=detail
2141,"Rice, white, type not specified, eaten alone ",45,150,30,13,foodSearch.php?num=2216&ak=detail
2142,"Rice, white, type not specified, boiled ",47,150,30,14,foodSearch.php?num=2217&ak=detail
2143,"Rice, white, type not specified, boiled  ",51,150,42,21,foodSearch.php?num=2218&ak=detail
2144,"Rice, white, type not specified, boiled  ",52,150,36,19,foodSearch.php?num=2219&ak=detail
2145,"Rice, white, type not specified, boiled  ",56,150,42,23,foodSearch.php?num=2220&ak=detail
2146,"Rice, white, type not specified, boiled  ",69,150,38,26,foodSearch.php?num=2221&ak=detail
2147,"Rice, white, type not specified, boiled  ",112,150,42,47,foodSearch.php?num=2222&ak=detail
2148,"Long grain rice, boiled 5 min ",41,150,40,16,foodSearch.php?num=2223&ak=detail
2149,"Gem long grain rice, boiled (Dainty Food Inc., Toronto, Canada)",55,150,40,22,foodSearch.php?num=2224&ak=detail
2150,"Long grain rice, boiled 25 min ",56,150,43,24,foodSearch.php?num=2225&ak=detail
2151,"Gem long grain rice, boiled (Dainty Food Inc., Canada)",57,150,40,23,foodSearch.php?num=2226&ak=detail
2152,"Long grain rice, boiled 15 min",58,150,40,23,foodSearch.php?num=2227&ak=detail
2153,"Gem long grain rice, boiled (Dainty Food Inc., Canada)",60,150,40,24,foodSearch.php?num=2228&ak=detail
2154,"Gem long grain rice, boiled (Dainty Food Inc., Canada)",60,150,40,24,foodSearch.php?num=2229&ak=detail
2155,"Long grain, nonglutinous (non waxy) rice variety RD 21/23 (low amylose), boiled ",71,150,41,29,foodSearch.php?num=2230&ak=detail
2156,"Rice, Cajun Style, Uncle Ben's® (Effem Foods Ltd., Canada)",51,150,37,19,foodSearch.php?num=2231&ak=detail
2157,"Rice, Garden Style, Uncle Ben's® (Effem Foods Ltd., Canada)",55,150,37,20,foodSearch.php?num=2232&ak=detail
2158,"Glutinous (waxy) rice, low-amylose, boiled ",75,0,0,0,foodSearch.php?num=2233&ak=detail
2159,"Long Grain and Wild rice, Uncle Ben's®  (Effem Foods Ltd., Canada)",54,150,37,20,foodSearch.php?num=2234&ak=detail
2160,"Mexican Fast and Fancy rice, Uncle Ben's®  (Effem Foods Ltd., Canada)",58,150,37,21,foodSearch.php?num=2235&ak=detail
2161,Saskatchewan wild rice ,57,150,32,18,foodSearch.php?num=2236&ak=detail
2162,"White rice, low-amylose, boiled",17,150,43,7,foodSearch.php?num=2237&ak=detail
2163,Bangladeshi white rice variety BR16 (28% amylose),37,150,39,14,foodSearch.php?num=2238&ak=detail
2164,"Bangladeshi white rice variety BR16, white, long-grain (27% amylose), boiled 17.5 min",39,150,39,15,foodSearch.php?num=2239&ak=detail
2165,"Japonica rice enriched with 3 g Sunfibre (Cyamoposis tetragonolobus) (soluble fiber), viscosity 1 (Taiyo Kagaku Co., Ltd, Japan)",54,150,40,22,foodSearch.php?num=2240&ak=detail
2166,"Japonica rice enriched with 5 g Sunfibre (Cyamoposis tetragonolobus) (soluble fiber), viscosity 1 (Taiyo Kagaku Co., Ltd, Japan)",54,150,40,22,foodSearch.php?num=2241&ak=detail
2167,"Milled (white), high amylose (IR42) rice, boiled 22 min ",61,150,43,26,foodSearch.php?num=2242&ak=detail
2168,"Milled (white), high amylose (IR42) rice, boiled 22 min ",59,150,43,25,foodSearch.php?num=2243&ak=detail
2169,"Milled (white), high amylose (IR42) rice, boiled 22 min ",61,150,43,26,foodSearch.php?num=2244&ak=detail
2170,"Brown rice (Oryza Sativa), boiled",50,150,33,17,foodSearch.php?num=2245&ak=detail
2171,"Brown rice, high amylose (IR42) rice, boiled 30 min  ",39,150,42,16,foodSearch.php?num=2246&ak=detail
2172,"Instant/puffed rice, white, boiled 1 min ",46,150,42,19,foodSearch.php?num=2247&ak=detail
2173,Parboiled rice ,48,150,36,17,foodSearch.php?num=2248&ak=detail
2174,Parboiled rice ,72,150,36,26,foodSearch.php?num=2249&ak=detail
2175,"Converted, white parboiled rice, Uncle Ben's® (Effem Foods Ltd., Canada)",45,150,36,16,foodSearch.php?num=2250&ak=detail
2176,"Converted, white parboiled rice, long grain, boiled 20-30 min, Uncle Ben's® (Masterfoods USA)",50,150,36,18,foodSearch.php?num=2251&ak=detail
2177,"Parboiled rice, boiled 12 min",39,150,36,14,foodSearch.php?num=2252&ak=detail
2178,"Parboiled rice, boiled 12 min",42,150,36,15,foodSearch.php?num=2253&ak=detail
2179,"Parboiled rice, boiled 12 min",43,150,36,15,foodSearch.php?num=2254&ak=detail
2180,"Parboiled rice, boiled 12 min",46,150,36,17,foodSearch.php?num=2255&ak=detail
2181,"Parboiled rice, long grain, boiled 5 min",38,150,36,14,foodSearch.php?num=2256&ak=detail
2182,"Parboiled rice, long grain, boiled 10 min",61,150,36,22,foodSearch.php?num=2257&ak=detail
2183,"Parboiled rice, long grain, boiled 15 min ",47,150,36,17,foodSearch.php?num=2258&ak=detail
2184,"Parboiled rice, long grain, boiled 25 min",46,150,36,17,foodSearch.php?num=2259&ak=detail
2185,"Parboiled rice, eaten as part of a traditional Indian meal",99,0,0,0,foodSearch.php?num=2260&ak=detail
2186,"Bangladeshi rice variety BR2, parboiled (12% amylose)",51,150,38,19,foodSearch.php?num=2261&ak=detail
2187,"Bangladeshi rice variety BR16, parboiled  (28% amylose)",35,150,37,13,foodSearch.php?num=2262&ak=detail
2188,"Bangladeshi rice variety BR16, traditionally parboiled (27% amylose)",32,150,38,12,foodSearch.php?num=2263&ak=detail
2189,"Bangladeshi rice variety BR16, pressure parboiled (27% amylose)",27,150,41,11,foodSearch.php?num=2264&ak=detail
2190,"Bangladeshi rice variety BR4, parboiled (27% amylose)",33,150,38,13,foodSearch.php?num=2265&ak=detail
2191,"Rye, whole kernels",29,50,38,11,foodSearch.php?num=2266&ak=detail
2192,"Rye, whole kernels, pressure cooked (15 psi) 30 min in 2 L water ",34,50,38,13,foodSearch.php?num=2267&ak=detail
2193,"Rye, whole kernels ",39,50,38,15,foodSearch.php?num=2268&ak=detail
2194,"Wheat, whole kernels ",42,50,33,14,foodSearch.php?num=2269&ak=detail
2195,"Wheat, whole kernels, pressure cooked (15 psi) 30 min in 2 L water",44,50,33,14,foodSearch.php?num=2270&ak=detail
2196,"Wheat, whole kernels ",48,50,33,16,foodSearch.php?num=2271&ak=detail
2197,"Wheat, type not specified",63,50,38,24,foodSearch.php?num=2272&ak=detail
2198,"Wheat, type not specified",90,50,38,34,foodSearch.php?num=2273&ak=detail
2199,"Semolina, roasted at 105°C then gelatinised with water",55,150,11,6,foodSearch.php?num=2274&ak=detail
2200,"Semolina, steamed and gelatinised",54,150,11,6,foodSearch.php?num=2275&ak=detail
2201,"Bulgur cracked wheat, boiled ",46,150,26,12,foodSearch.php?num=2276&ak=detail
2202,"Bulgur cracked wheat, boiled in 800 mL water 20 min ",46,150,26,12,foodSearch.php?num=2277&ak=detail
2203,"Bulgur cracked wheat, boiled ",46,150,26,12,foodSearch.php?num=2278&ak=detail
2204,"Bulgur cracked wheat, boiled 20 min",46,150,26,12,foodSearch.php?num=2279&ak=detail
2205,"Bulgur cracked wheat, boiled 20 min ",53,150,26,14,foodSearch.php?num=2280&ak=detail
2206,"Arrowroot cookies (McCormicks's, Interbare Foods, Toronto, Canada)",63,25,20,13,foodSearch.php?num=2281&ak=detail
2207,"Arrowroot plus cookies (McCormicks's, Canada)",62,25,18,11,foodSearch.php?num=2282&ak=detail
2208,"Chocolate chip cookies, containing coconut flour ",50,25,16,8,foodSearch.php?num=2283&ak=detail
2209,Digestives cookies,55,25,16,9,foodSearch.php?num=2284&ak=detail
2210,"Digestives cookies, Peak Freans (Nabisco Ltd., Toronto, Canada)",62,25,15,9,foodSearch.php?num=2285&ak=detail
2211,"Digestives cookies, gluten-free (maize starch) (Nutricia Dietary Care Ltd., Redish, Stockport, UK)",58,25,17,10,foodSearch.php?num=2286&ak=detail
2212,"Golden Fruit cookies (Griffin's Foods Ltd., Auckland, New Zealand)",77,25,17,13,foodSearch.php?num=2287&ak=detail
2213,"Graham Wafers (Christie Brown & Co.,  Toronto, Canada)",74,25,18,13,foodSearch.php?num=2288&ak=detail
2214,"Highland Oatcakes cookies (Walker's Shortbread Ltd., Aberlour-on-Spey, Scotland)",57,25,15,8,foodSearch.php?num=2289&ak=detail
2215,"Macaroons, prepared with coconut flour ",33,30,18,6,foodSearch.php?num=2290&ak=detail
2216,"Oro cookies (Saiwa, Italy)",67,40,32,21,foodSearch.php?num=2291&ak=detail
2217,"Vanilla Wafers (Christie Brown & Co., Canada)",77,25,18,14,foodSearch.php?num=2292&ak=detail
2218,"Breton wheat crackers (Dare Foods Ltd., Kitchener, Canada) ",67,25,14,9,foodSearch.php?num=2293&ak=detail
2219,Rye crispbread ,63,25,16,10,foodSearch.php?num=2294&ak=detail
2220,"Rye crispbread (Ryvita Company Ltd., UK)",63,25,18,11,foodSearch.php?num=2295&ak=detail
2221,"High-fiber rye crispbread (Ryvita Company Ltd., Poole, Dorset, UK)",59,25,15,9,foodSearch.php?num=2296&ak=detail
2222,"Premium Soda Crackers (Christie Brown & Co., Canada)",74,25,17,12,foodSearch.php?num=2297&ak=detail
2223,"Stoned Wheat Thins (Christie Brown & Co., Canada)",67,25,17,11,foodSearch.php?num=2298&ak=detail
2224,"Ice cream, type not specified",36,50,13,5,foodSearch.php?num=2299&ak=detail
2225,"Ice cream, type not specified",62,50,12,7,foodSearch.php?num=2300&ak=detail
2226,"Ice cream, chocolate flavored",68,50,14,10,foodSearch.php?num=2301&ak=detail
2227,"Ice cream (half vanilla, half chocolate) ",80,50,13,10,foodSearch.php?num=2302&ak=detail
2228,"Milk, full-fat",24,250,12,3,foodSearch.php?num=2303&ak=detail
2229,"Milk, full-fat",40,250,11,4,foodSearch.php?num=2304&ak=detail
2230,"Milk, full-fat + 20 g wheat bran ",25,250,12,3,foodSearch.php?num=2305&ak=detail
2231,"Probiotic drink, pink grapefruit ",60,250,33,20,foodSearch.php?num=2306&ak=detail
2232,"Yoghurt, type not specified ",36,200,9,3,foodSearch.php?num=2307&ak=detail
2233,"Yoghurt, Strawberry (Healthy Living Light, UK)",45,200,12,5,foodSearch.php?num=2308&ak=detail
2234,"Yoghurt, low-fat, toffee ",51,200,29,15,foodSearch.php?num=2309&ak=detail
2235,"Tofu-based frozen dessert, chocolate with high-fructose (24%) corn syrup ",115,50,9,10,foodSearch.php?num=2310&ak=detail
2236,"Cherries, raw, sour ",22,120,12,3,foodSearch.php?num=2311&ak=detail
2237,"Chico (Zapota zapotilla coville), raw ",40,120,29,12,foodSearch.php?num=2312&ak=detail
2238,"Dates, type not specified",62,60,33,21,foodSearch.php?num=2313&ak=detail
2239,"Fruit Cocktail, canned (Delmonte Canadian Canners Ltd., Hamilton, Canada)",55,120,16,9,foodSearch.php?num=2314&ak=detail
2240,"Grapefruit, raw",25,120,11,3,foodSearch.php?num=2315&ak=detail
2241,"Grapes, type not specified, raw",43,120,17,7,foodSearch.php?num=2316&ak=detail
2242,"Grapes, type not specified, raw ",49,120,19,9,foodSearch.php?num=2317&ak=detail
2243,"Kiwi fruit, Hayward ",47,120,12,6,foodSearch.php?num=2318&ak=detail
2244,"Papaya/Paw paw, raw (Carica papaya)",60,120,15,9,foodSearch.php?num=2319&ak=detail
2245,"Paw paw (papaya), ripe ",60,120,29,17,foodSearch.php?num=2320&ak=detail
2246,"Plum, raw",24,120,14,3,foodSearch.php?num=2321&ak=detail
2247,"Plum, raw",53,120,11,6,foodSearch.php?num=2322&ak=detail
2248,Raisins ,66,60,43,28,foodSearch.php?num=2323&ak=detail
2249,"Apple juice, unsweetened",41,250,30,12,foodSearch.php?num=2324&ak=detail
2250,"Apple juice, unsweetened (Allens, Toronto, Canada)",41,250,30,12,foodSearch.php?num=2325&ak=detail
2251,"Grapefruit juice, unsweetened (Sunpac, Toronto, Canada)",48,250,20,9,foodSearch.php?num=2326&ak=detail
2252,"Orange juice, reconstituted from frozen concentrate ",57,250,26,15,foodSearch.php?num=2327&ak=detail
2253,"Pineapple juice, unsweetened (Dole Packaged Foods, Toronto, Canada) ",46,250,34,15,foodSearch.php?num=2328&ak=detail
2254,"Baked beans, canned haricot/navy beans in tomato sauce (Libby, McNeill & Libby, Chatham, Canada)",56,150,15,9,foodSearch.php?num=2329&ak=detail
2255,"Beans, dried, type not specified, boiled",20,150,30,6,foodSearch.php?num=2330&ak=detail
2256,"Black eyed beans/peas (Cowpeas), boiled ",50,150,30,15,foodSearch.php?num=2331&ak=detail
2257,"Butter beans, dried, soaked, cooked 1.25 h",29,150,20,6,foodSearch.php?num=2332&ak=detail
2258,"Butter beans, dried, boiled + 5 g sucrose",30,150,20,6,foodSearch.php?num=2333&ak=detail
2259,"Butter beans, dried, boiled + 10 g sucrose",31,150,20,6,foodSearch.php?num=2334&ak=detail
2260,"Butter beans, dried, boiled + 15 g sucrose",54,150,20,1,foodSearch.php?num=2335&ak=detail
2261,"Chickpeas (Garbanzo beans, Bengal gram), dried, boiled ",31,150,30,9,foodSearch.php?num=2336&ak=detail
2262,"Chickpeas (Garbanzo beans, Bengal gram), boiled ",33,150,30,10,foodSearch.php?num=2337&ak=detail
2263,"Chickpeas (Garbanzo beans, Bengal gram), canned in brine (Lancia-Bravo Foods Ltd., Toronto, Canada)",42,150,22,9,foodSearch.php?num=2338&ak=detail
2264,"Chickpeas (Garbanzo beans, Bengal gram), curry, canned (Canasia Foods Ltd., Scarborough, Canada)",41,150,16,7,foodSearch.php?num=2339&ak=detail
2265,"Haricot/Navy beans, pressure cooked at 15 psi for 25 min (King Grains, Toronto, Canada)",29,150,33,9,foodSearch.php?num=2340&ak=detail
2266,"Haricot/Navy beans, dried, boiled",30,150,30,9,foodSearch.php?num=2341&ak=detail
2267,"Haricot/Navy beans, pressure cooked at15 psi  for 25 min (King Grains, Canada) ",59,150,33,19,foodSearch.php?num=2342&ak=detail
2268,Kidney beans ,23,150,25,6,foodSearch.php?num=2343&ak=detail
2269,"Kidney beans, dried, boiled ",23,150,25,6,foodSearch.php?num=2344&ak=detail
2270,"Kidney beans, dried, boiled ",42,150,25,10,foodSearch.php?num=2345&ak=detail
2271,Kidney beans ,46,150,25,11,foodSearch.php?num=2346&ak=detail
2272,"Kidney beans, canned (Lancia-Bravo Foods Ltd., Canada)",52,150,17,9,foodSearch.php?num=2347&ak=detail
2273,"Lentils, type not specified",28,150,18,5,foodSearch.php?num=2348&ak=detail
2274,"Lentils, green, dried, boiled ",22,150,18,4,foodSearch.php?num=2349&ak=detail
2275,"Lentils, green, dried, boiled ",30,150,18,5,foodSearch.php?num=2350&ak=detail
2276,"Lentils, green, canned in brine (Lancia-Bravo Foods Ltd., Canada)",52,150,17,9,foodSearch.php?num=2351&ak=detail
2277,"Lentils, red, dried, boiled ",18,150,18,3,foodSearch.php?num=2352&ak=detail
2278,"Lentils, red, dried, boiled",21,150,18,4,foodSearch.php?num=2353&ak=detail
2279,"Lentils, red, dried, boiled",31,150,18,6,foodSearch.php?num=2354&ak=detail
2280,"Lentils, red, dried, boiled ",32,150,18,6,foodSearch.php?num=2355&ak=detail
2281,"Lima beans, baby, frozen, reheated in microwave oven (York, Canada Packers, Toronto, Canada)",32,150,30,10,foodSearch.php?num=2356&ak=detail
2282,"Marrowfat peas, dried, boiled ",31,150,19,6,foodSearch.php?num=2357&ak=detail
2283,"Peas, dried, boiled ",22,150,9,2,foodSearch.php?num=2358&ak=detail
2284,"Pinto beans, dried, boiled ",39,150,26,10,foodSearch.php?num=2359&ak=detail
2285,"Pinto beans, canned in brine  (Lancia-Bravo Foods Ltd., Canada)",45,150,22,10,foodSearch.php?num=2360&ak=detail
2286,Romano beans,46,150,18,8,foodSearch.php?num=2361&ak=detail
2287,"Split peas, yellow, boiled 20 min (Nupack, Mississauga, Canada)",32,150,19,6,foodSearch.php?num=2362&ak=detail
2288,"Boost®, vanilla flavor, weight management product (Mead Johnson, Evansville, Ind, USA)",53,250,44,23,foodSearch.php?num=2363&ak=detail
2289,"Boost High-Protein®, vanilla flavor, weight management product (Mead Johnson,  Evansville, Ind, USA)",59,250,36,21,foodSearch.php?num=2364&ak=detail
2290,Chocolate soya weight management drink,73,250,36,26,foodSearch.php?num=2365&ak=detail
2291,"GatorPro®, chocolate flavor, weight management product (Gatorade, Chicago, IL, USA)",89,250,45,40,foodSearch.php?num=2366&ak=detail
2292,"Met-RX ®, vanilla, weight management product (Met-RX substrate Technology Inc., Irvine, CA, USA)",58,250,10,6,foodSearch.php?num=2367&ak=detail
2293,"Optifuel, weight management product (Twin Laboratories Inc, Ronkonkowa, NY, USA)",78,250,35,27,foodSearch.php?num=2368&ak=detail
2294,Fish fingers ,38,100,19,7,foodSearch.php?num=2369&ak=detail
2295,"Kugel (Polish dish containing egg noodles, sugar,  cheese and raisins)",65,150,48,31,foodSearch.php?num=2370&ak=detail
2296,"Pizza, cheese (Pillsbury Canada Ltd., Toronto, Canada)",60,100,27,16,foodSearch.php?num=2371&ak=detail
2297,"Pizza, plain baked dough, served with parmesan cheese and tomato sauce",80,100,27,22,foodSearch.php?num=2372&ak=detail
2298,"Sausages, type not specified",28,100,3,1,foodSearch.php?num=2373&ak=detail
2299,"Stirfried vegetables with chicken and boiled white rice, home made",73,360,75,55,foodSearch.php?num=2374&ak=detail
2300,"White boiled rice, grilled beefburger, cheese, and butter",27,440,50,13,foodSearch.php?num=2375&ak=detail
2301,"White boiled rice, grilled beefburger, cheese and butter",22,440,50,11,foodSearch.php?num=2376&ak=detail
2302,Classic French baguette bread with 10 g butter and 2 slices of ham (25 g),59,100,42,25,foodSearch.php?num=2377&ak=detail
2303,White bread with butter,59,100,48,28,foodSearch.php?num=2378&ak=detail
2304,White bread with Haricot/navy beans ,42,100,29,12,foodSearch.php?num=2379&ak=detail
2305,White bread with Haricot/navy beans,54,100,29,16,foodSearch.php?num=2380&ak=detail
2306,White bread with butter and skim milk cheese,62,100,38,23,foodSearch.php?num=2381&ak=detail
2307,White bread with skim milk cheese ,55,100,47,26,foodSearch.php?num=2382&ak=detail
2308,White/wholemeal wheat bread with peanut butter,51,100,44,23,foodSearch.php?num=2383&ak=detail
2309,White/wholemeal wheat bread with peanut butter,67,100,44,29,foodSearch.php?num=2384&ak=detail
2310,"Biosorb® drink, standard, nutritional support product (Nutricia N.V., Netherlands)",50,250,31,15,foodSearch.php?num=2385&ak=detail
2311,"Ensure™, vanilla flavor, nutritional support product (Abbott Laboratories, Columbus, Ohio, USA)",75,250,44,33,foodSearch.php?num=2386&ak=detail
2312,"Nutridrink® enteral formula (Nutricia N.V., Netherlands)",61,250,46,28,foodSearch.php?num=2387&ak=detail
2313,"Nutridrink Multi Fibre® enteral formula (Nutricia N.V., Netherlands)",53,250,46,24,foodSearch.php?num=2388&ak=detail
2314,Peanuts ,13,50,7,1,foodSearch.php?num=2389&ak=detail
2315,Peanuts ,23,50,7,2,foodSearch.php?num=2390&ak=detail
2316,"Instant noodles (Mr Noodle, Vancouver, Canada) ",47,180,40,19,foodSearch.php?num=2391&ak=detail
2317,"Lungkow beanthread noodles (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China)",26,180,45,12,foodSearch.php?num=2392&ak=detail
2318,"Mung bean noodles, boiled",45,180,45,20,foodSearch.php?num=2393&ak=detail
2319,"Imitation mung bean noodles, boiled ",51,0,0,0,foodSearch.php?num=2394&ak=detail
2320,"Macaroni, plain, boiled 5 min (Lancia-Bravo Foods Ltd., Canada)",45,180,49,22,foodSearch.php?num=2395&ak=detail
2321,"Macaroni, plain, boiled ",48,180,49,23,foodSearch.php?num=2396&ak=detail
2322,"Macaroni, boiled ",56,180,48,27,foodSearch.php?num=2397&ak=detail
2323,"Macaroni and Cheese, boxed (Kraft General Foods Inc., Don Mills, Ontario, Canada)",64,180,51,33,foodSearch.php?num=2398&ak=detail
2324,"Rice noodles made from IR42 (high amylose) rice flour, boiled for 22 min ",45,0,0,0,foodSearch.php?num=2399&ak=detail
2325,"Rice noodles made from IR42 (high amylose) rice flour, boiled for 22 min ",46,0,0,0,foodSearch.php?num=2400&ak=detail
2326,"Rice vermicelli, Kongmoon (National Cereals,  Oils & Foodstuffs, China)",58,180,39,23,foodSearch.php?num=2401&ak=detail
2327,"Spaghetti, homemade, durum wheat, no monoglyceride, boiled 6 min ",59,180,48,28,foodSearch.php?num=382&ak=detail
2328,"Spaghetti, homemade, durum wheat, no monoglyceride, boiled 6 min ",59,180,48,28,foodSearch.php?num=2402&ak=detail
2329,"Spaghetti, protein enriched, boiled 7 min (Catelli Plus, Catelli Ltd., Montreal, Canada) ",27,180,52,14,foodSearch.php?num=383&ak=detail
2330,"Spaghetti, protein enriched, boiled 7 min (Catelli Plus, Catelli Ltd., Montreal, Canada) ",27,180,52,14,foodSearch.php?num=2403&ak=detail
2331,"Spaghetti, white, boiled 5 min (Lancia-Bravo Foods Ltd., Canada)",32,180,48,15,foodSearch.php?num=359&ak=detail
2332,"Spaghetti, white, boiled 5 min (Lancia-Bravo Foods Ltd., Canada)",32,180,48,15,foodSearch.php?num=2404&ak=detail
2333,"Spaghetti, white, boiled 5 min ",34,180,48,16,foodSearch.php?num=360&ak=detail
2334,"Spaghetti, white, boiled 5 min ",34,180,48,16,foodSearch.php?num=2405&ak=detail
2335,"Spaghetti, white, boiled 5 min ",40,180,48,19,foodSearch.php?num=361&ak=detail
2336,"Spaghetti, white, boiled 5 min ",40,180,48,19,foodSearch.php?num=2406&ak=detail
2337,"Spaghetti, white, boiled 5 min ",44,180,48,21,foodSearch.php?num=362&ak=detail
2338,"Spaghetti, white, boiled 5 min ",44,180,48,21,foodSearch.php?num=2407&ak=detail
2339,"Spaghetti, white, durum wheat, boiled 12 min ",34,180,48,16,foodSearch.php?num=363&ak=detail
2340,"Spaghetti, white, durum wheat, boiled 12 min ",34,180,48,16,foodSearch.php?num=2408&ak=detail
2341,"Spaghetti, white, boiled 15 min (Lancia-Bravo Foods Ltd., Canada)",32,180,48,15,foodSearch.php?num=364&ak=detail
2342,"Spaghetti, white, boiled 15 min (Lancia-Bravo Foods Ltd., Canada)",32,180,48,15,foodSearch.php?num=2409&ak=detail
2343,"Spaghetti, white, boiled 15 min (Lancia-Bravo Foods Ltd., Canada)",36,180,48,17,foodSearch.php?num=365&ak=detail
2344,"Spaghetti, white, boiled 15 min (Lancia-Bravo Foods Ltd., Canada)",36,180,48,17,foodSearch.php?num=2410&ak=detail
